left_ear,right_ear,avg_ear,mar,yaw_deg,pitch_deg,roll_deg,ear_asymmetry,nose_centrality,label_id,label_name
0.2502,0.298,0.2697,0.2174,3.3792,-3.0229,0.0772,0.0301,0.0327,0,Attentive
0.3374,0.2445,0.3035,0.2093,51.8518,12.4524,10.6978,0.0,0.4178,1,Distracted
0.0875,0.0644,0.0499,0.6206,29.8816,34.3463,-4.2351,0.0409,0.5217,3,Absent
0.0774,0.0327,0.111,0.6099,17.5797,18.489,18.6308,0.0504,0.5413,3,Absent
0.0648,0.0335,0.0489,0.6589,23.8706,-1.3597,19.7566,0.0385,0.6941,3,Absent
0.1449,0.2168,0.1206,0.4978,10.3801,6.2515,4.2619,0.0633,0.0518,2,Drowsy
0.315,0.2677,0.2172,0.2771,16.5557,31.8423,-0.794,0.0268,0.3758,1,Distracted
0.3165,0.2709,0.3026,0.1833,-1.8109,5.2385,-5.965,0.0244,0.0494,0,Attentive
0.2883,0.2225,0.2006,0.4575,6.1882,-3.8566,4.7852,0.0414,0.0438,2,Drowsy
0.1866,0.1266,0.1569,0.5722,4.4974,-7.0357,-4.985,0.0432,0.1145,2,Drowsy
0.2302,0.2647,0.2588,0.2508,46.3232,17.0651,4.8853,0.0191,0.215,1,Distracted
0.0297,0.182,0.1039,0.7659,19.4775,4.9519,8.7743,0.0576,0.4224,3,Absent
0.1737,0.2007,0.1944,0.5138,-8.4523,3.3177,2.3776,0.0234,0.0972,2,Drowsy
0.3092,0.3244,0.3157,0.2086,-1.4814,8.2311,5.0519,0.0198,0.0535,0,Attentive
0.3184,0.2131,0.2596,0.2287,13.2473,-0.3253,19.6475,0.0422,0.5417,1,Distracted
0.2968,0.2848,0.3032,0.2472,18.0264,17.23,12.4264,0.0076,0.4322,1,Distracted
0.296,0.2897,0.2631,0.2783,26.4138,9.5543,-9.0156,0.0386,0.3378,1,Distracted
0.2293,0.1665,0.2085,0.7497,4.8413,2.9388,4.8621,0.0449,0.059,2,Drowsy
0.2583,0.3047,0.2726,0.1762,-2.915,11.3433,6.7501,0.0224,0.004,0,Attentive
0.2932,0.2834,0.304,0.2988,35.7889,7.3163,5.4877,0.0397,0.3767,1,Distracted
0.2388,0.2111,0.1433,0.3949,5.8098,-5.3295,5.6818,0.0048,0.1209,2,Drowsy
0.2368,0.2952,0.3,0.2338,53.2477,6.854,14.1811,0.0172,0.1473,1,Distracted
0.0322,0.0,0.0434,0.6689,8.6252,9.3552,7.9301,0.0478,0.7069,3,Absent
0.1388,0.1859,0.2007,0.513,3.5311,6.0744,6.2577,0.0453,0.0696,2,Drowsy
0.2755,0.2647,0.2476,0.2961,37.2453,13.8842,-1.1635,0.0,0.4126,1,Distracted
0.0724,0.1691,0.1722,0.5169,3.4658,13.7535,-1.3933,0.0452,0.116,2,Drowsy
0.1121,0.0803,0.0819,0.6425,-0.168,-2.7173,19.6347,0.0556,0.7377,3,Absent
0.0701,0.0943,0.029,0.8888,4.6675,16.1915,16.1878,0.0468,0.4186,3,Absent
0.2174,0.1247,0.2412,0.2941,-5.0825,5.9057,13.6247,0.0338,0.0787,2,Drowsy
0.0381,0.0394,0.1081,0.4388,18.547,15.1471,22.1896,0.0072,0.5525,3,Absent
0.0949,0.0917,0.0633,0.6177,-6.1649,41.0415,23.2495,0.0695,0.231,3,Absent
0.26,0.2664,0.3158,0.324,51.5377,0.0938,2.9409,0.0452,0.3948,1,Distracted
0.235,0.2365,0.2997,0.3138,33.3471,17.802,-2.0452,0.0229,0.5148,1,Distracted
0.3443,0.3147,0.2943,0.1931,-3.5745,12.1181,2.6883,0.0145,0.0653,0,Attentive
0.3324,0.3268,0.236,0.3574,31.1821,16.0073,-0.4373,0.0328,0.3814,1,Distracted
0.1601,0.1509,0.2226,0.4095,-2.3878,10.5582,3.5142,0.0459,0.1556,2,Drowsy
0.3096,0.2685,0.2853,0.2895,37.3395,9.7587,8.0636,0.0141,0.4899,1,Distracted
0.257,0.2666,0.2689,0.2318,41.8547,23.9064,7.8201,0.0321,0.2514,1,Distracted
0.0683,0.1784,0.0472,0.7909,48.5253,20.682,6.8418,0.0654,0.589,3,Absent
0.2632,0.2836,0.2787,0.2295,55.1947,-4.8715,9.31,0.028,0.5401,1,Distracted
0.1284,0.1229,0.1021,0.6973,18.6814,29.1433,1.652,0.0,0.7824,3,Absent
0.2722,0.2473,0.2826,0.2737,-2.6233,1.3354,4.3322,0.0252,0.0176,0,Attentive
0.307,0.3088,0.2821,0.3433,6.7907,-5.3391,5.2828,0.0103,0.0736,0,Attentive
0.3147,0.319,0.3277,0.2705,1.0699,7.708,11.4994,0.0187,0.0208,0,Attentive
0.0405,0.0962,0.0624,0.5672,46.509,28.213,22.7237,0.0383,0.5128,3,Absent
0.3186,0.2889,0.3094,0.2485,12.0084,2.6402,-6.8652,0.0326,0.0228,0,Attentive
0.3132,0.2503,0.2666,0.3153,40.2501,4.2266,-4.06,0.0958,0.3359,1,Distracted
0.2037,0.1399,0.1572,0.4048,-0.8275,20.2302,-5.6051,0.0531,0.0283,2,Drowsy
0.2744,0.2799,0.2755,0.3399,7.4232,-3.5561,7.5312,0.022,0.0577,0,Attentive
0.3182,0.3669,0.2477,0.2308,20.7327,14.4176,6.0536,0.027,0.4309,1,Distracted
0.2718,0.2885,0.2949,0.3303,-13.6459,11.4407,-2.684,0.0063,0.0854,0,Attentive
0.1348,0.08,0.0812,0.6749,-2.2549,29.3738,-0.0624,0.0218,0.3402,3,Absent
0.2914,0.3086,0.2989,0.2288,-1.5587,5.3066,-5.5859,0.0275,0.0375,0,Attentive
0.2727,0.3532,0.2973,0.2219,37.9797,17.5248,1.4713,0.0518,0.3882,1,Distracted
0.156,0.1392,0.1852,0.2484,-12.365,25.3608,7.0884,0.0424,0.0945,2,Drowsy
0.1372,0.1462,0.1853,0.4686,9.0894,10.0607,-2.5037,0.0689,0.1309,2,Drowsy
0.3134,0.3174,0.2649,0.3564,34.2428,10.6243,7.0372,0.0937,0.4844,1,Distracted
0.2882,0.3318,0.3154,0.2842,-7.9276,11.4836,3.3063,0.0163,0.0543,0,Attentive
0.1533,0.1999,0.1395,0.6665,14.5388,15.8744,-2.9521,0.0441,0.1284,2,Drowsy
0.1749,0.141,0.2065,0.4054,3.3461,4.7658,-0.0837,0.0545,0.0685,2,Drowsy
0.0812,0.0771,0.1156,0.7073,32.5394,-0.8481,16.7379,0.0408,0.8424,3,Absent
0.2065,0.2651,0.089,0.3264,-18.7882,7.3976,8.9519,0.0421,0.1357,2,Drowsy
0.1332,0.1853,0.1969,0.3965,17.5236,1.3031,5.4174,0.057,0.0769,2,Drowsy
0.1824,0.235,0.1863,0.3735,14.221,9.6986,8.8092,0.0186,0.1216,2,Drowsy
0.3009,0.2539,0.2443,0.2311,29.5359,6.4614,17.9931,0.0511,0.4525,1,Distracted
0.3244,0.3233,0.2569,0.2699,37.8736,-3.7084,14.5695,0.0298,0.3784,1,Distracted
0.0652,0.0992,0.1216,0.5256,38.1964,29.2653,8.9065,0.0174,0.5732,3,Absent
0.3081,0.2617,0.273,0.3027,2.6836,7.7705,2.1416,0.0203,0.0781,0,Attentive
0.3173,0.2958,0.2691,0.2322,32.0123,13.1413,3.1035,0.0363,0.3939,1,Distracted
0.0151,0.021,0.1354,0.6445,13.4613,-1.6512,13.2825,0.0,0.4761,3,Absent
0.2761,0.3601,0.2815,0.3484,38.5161,15.8552,-5.028,0.0374,0.2765,1,Distracted
0.1482,0.1448,0.1753,0.5302,9.1499,1.1087,7.2608,0.0233,0.0156,2,Drowsy
0.2132,0.2481,0.2206,0.4097,4.5338,1.0506,2.8467,0.0412,0.0766,2,Drowsy
0.2978,0.2865,0.3049,0.2121,-6.0449,7.359,5.1476,0.012,0.0769,0,Attentive
0.0,0.07,0.0813,0.6221,26.0541,12.8464,25.0665,0.015,0.7974,3,Absent
0.0797,0.0836,0.1173,0.7276,6.4017,-12.8024,12.8937,0.0,0.3518,3,Absent
0.0572,0.0606,0.1041,0.6102,59.7041,28.4967,15.2991,0.0746,0.4539,3,Absent
0.3318,0.3828,0.3098,0.2246,2.7954,-9.3835,-1.4736,0.0159,0.0343,0,Attentive
0.2057,0.1811,0.1341,0.538,21.9695,12.4544,9.5021,0.0761,0.0468,2,Drowsy
0.064,0.047,0.0908,0.6535,10.8215,38.7672,37.759,0.085,0.6616,3,Absent
0.2626,0.3016,0.2823,0.1871,1.2639,0.8406,14.1336,0.0243,0.0087,0,Attentive
0.2071,0.1719,0.1405,0.5806,12.0719,6.0716,5.3697,0.0648,0.1139,2,Drowsy
0.07,0.0677,0.0981,0.7258,10.0735,-2.3913,27.3816,0.0164,0.6042,3,Absent
0.1034,0.1568,0.2041,0.5938,-5.2369,-1.2743,4.1512,0.0,0.0622,2,Drowsy
0.2844,0.3243,0.2472,0.2002,19.5025,-1.7066,8.5719,0.0019,0.3202,1,Distracted
0.3451,0.2901,0.2947,0.2186,0.6957,12.9297,-10.439,0.0328,0.0601,0,Attentive
0.3686,0.2261,0.2687,0.2781,57.9523,-3.2485,16.9022,0.0451,0.3917,1,Distracted
0.2464,0.3349,0.285,0.2396,42.9541,18.9319,8.8514,0.0094,0.3016,1,Distracted
0.061,0.2329,0.1846,0.2932,4.8076,16.7402,6.9972,0.062,0.0254,2,Drowsy
0.2891,0.2748,0.2739,0.1517,19.4497,-4.7225,0.8937,0.0172,0.0592,0,Attentive
0.2755,0.2977,0.3085,0.2638,9.6175,3.091,9.2677,0.0174,0.1316,0,Attentive
0.1546,0.1155,0.2039,0.4895,8.4842,0.3648,-1.9754,0.0411,0.0826,2,Drowsy
0.3055,0.354,0.331,0.2605,-0.9331,8.6499,-2.8677,0.0248,0.0652,0,Attentive
0.3162,0.2689,0.2952,0.2062,-8.0624,9.4832,11.5471,0.006,0.0669,0,Attentive
0.2447,0.2836,0.3208,0.3355,35.412,6.375,10.6851,0.0435,0.2882,1,Distracted
0.1184,0.0495,0.0753,0.3966,37.5102,30.6451,28.801,0.0946,0.3052,3,Absent
0.1947,0.127,0.1739,0.3774,6.8598,10.673,6.4057,0.0457,0.0557,2,Drowsy
0.0691,0.1611,0.0747,0.8443,30.1541,25.2676,13.6407,0.0792,0.5726,3,Absent
0.1363,0.1211,0.1505,0.4277,-1.3211,18.3515,4.8976,0.077,0.0962,2,Drowsy
0.322,0.2618,0.3262,0.2744,-2.8739,2.0093,9.9916,0.0273,0.0503,0,Attentive
0.1121,0.0736,0.0786,0.7433,33.9681,37.5235,21.6132,0.0679,0.4608,3,Absent
0.3076,0.2965,0.3054,0.3289,10.8836,9.0841,-0.2777,0.0111,0.0787,0,Attentive
0.1184,0.1954,0.1674,0.428,13.2235,2.4693,7.8754,0.0702,0.0618,2,Drowsy
0.1201,0.0415,0.0445,0.7658,-17.0684,18.8333,-11.0535,0.053,0.7208,3,Absent
0.3127,0.2682,0.2513,0.3064,45.8761,12.1064,0.1927,0.0391,0.3098,1,Distracted
0.1864,0.158,0.2735,0.4914,11.921,12.7368,7.1151,0.0507,0.0359,2,Drowsy
0.2875,0.301,0.3028,0.241,6.1666,7.85,5.6732,0.0101,0.0415,0,Attentive
0.0803,0.0573,0.0764,0.7778,24.049,31.3778,20.3439,0.0405,0.3496,3,Absent
0.2221,0.2676,0.2716,0.2303,35.26,5.7082,5.48,0.0324,0.2544,1,Distracted
0.3247,0.2232,0.2878,0.3242,42.4263,3.7077,22.4847,0.0045,0.2417,1,Distracted
0.1625,0.1779,0.2023,0.4847,25.1831,11.6315,1.6738,0.0288,0.0643,2,Drowsy
0.2393,0.2497,0.2457,0.2717,49.0423,9.9496,2.3407,0.0,0.4052,1,Distracted
0.1207,0.0362,0.0439,0.7643,26.8975,31.3758,4.4068,0.0,0.375,3,Absent
0.279,0.2965,0.265,0.2508,51.5615,15.5936,9.9617,0.0545,0.4026,1,Distracted
0.2326,0.2478,0.1944,0.3462,1.3751,7.6192,5.3523,0.0404,0.0912,2,Drowsy
0.2919,0.2799,0.2849,0.2832,19.0849,15.5741,8.7933,0.0436,0.4447,1,Distracted
0.2877,0.3306,0.2905,0.3541,6.4469,-5.9298,1.3573,0.0135,0.0,0,Attentive
0.3398,0.2578,0.3146,0.2132,-8.3221,4.5297,7.0474,0.0116,0.005,0,Attentive
0.2956,0.233,0.3189,0.2757,36.0271,7.2163,9.6371,0.0457,0.3835,1,Distracted
0.1889,0.2006,0.16,0.3558,23.656,5.5899,3.0777,0.0536,0.1438,2,Drowsy
0.1592,0.2209,0.1821,0.4337,10.0489,3.745,2.5665,0.0534,0.0787,2,Drowsy
0.2151,0.2136,0.2251,0.5338,5.9085,4.5325,2.0612,0.0224,0.0802,2,Drowsy
0.3187,0.268,0.2964,0.256,7.1155,7.9813,-3.6232,0.0047,0.0883,0,Attentive
0.0932,0.0842,0.1166,0.6319,14.6479,16.5575,3.9753,0.0934,0.7779,3,Absent
0.1628,0.1613,0.1956,0.4395,-2.0261,16.8341,4.7021,0.0487,0.011,2,Drowsy
0.1364,0.1796,0.1708,0.4604,-0.3576,18.3241,4.7398,0.0224,0.1167,2,Drowsy
0.306,0.3131,0.3101,0.3118,-5.5684,7.7615,7.9625,0.0022,0.0596,0,Attentive
0.3043,0.3255,0.3173,0.2791,-3.3995,-10.356,0.0347,0.03,0.0918,0,Attentive
0.2636,0.2311,0.1933,0.2177,48.3536,5.9717,3.984,0.0431,0.5306,1,Distracted
0.2216,0.1958,0.1758,0.5428,-3.6788,6.2006,2.9946,0.0153,0.0632,2,Drowsy
0.0,0.1055,0.0,0.6283,29.8599,3.2336,26.5406,0.0652,0.6262,3,Absent
0.0391,0.0347,0.0192,0.7242,40.0343,51.8021,-2.6886,0.073,0.7166,3,Absent
0.142,0.119,0.1847,0.4835,6.9168,19.8255,-4.6688,0.0572,0.0361,2,Drowsy
0.3274,0.2536,0.3397,0.2787,14.1968,-6.3949,-4.8291,0.0185,0.0651,0,Attentive
0.3007,0.3164,0.2705,0.3057,8.7231,8.0273,4.1924,0.0202,0.0702,0,Attentive
0.2997,0.3092,0.3453,0.2329,5.2268,-0.5645,-2.2318,0.0142,0.0356,0,Attentive
0.3286,0.2975,0.2799,0.2708,40.7926,5.8647,-0.1154,0.0422,0.3356,1,Distracted
0.1453,0.0841,0.0835,0.6895,28.2654,15.0374,19.2031,0.0185,0.3902,3,Absent
0.2018,0.1683,0.2035,0.5413,11.189,8.9428,-1.1998,0.0278,0.1038,2,Drowsy
0.3402,0.2624,0.2401,0.1325,23.2308,8.8634,14.5947,0.0435,0.3805,1,Distracted
0.2667,0.3074,0.3125,0.307,15.6443,-4.1057,-2.0543,0.0074,0.043,0,Attentive
0.2895,0.2895,0.292,0.3538,6.0555,6.0103,7.1514,0.0224,0.0422,0,Attentive
0.3128,0.271,0.2988,0.2498,-6.2669,13.5238,6.3868,0.0178,0.0508,0,Attentive
0.2038,0.1848,0.1606,0.2648,5.9767,12.2439,-3.8743,0.0153,0.0901,2,Drowsy
0.136,0.1129,0.0085,0.4814,41.2802,16.2984,16.9701,0.0842,0.5487,3,Absent
0.2982,0.2028,0.2744,0.2374,-6.9823,14.4269,-5.1507,0.0156,0.0539,0,Attentive
0.3187,0.3211,0.3539,0.2342,-4.5282,4.7226,-2.0114,0.0348,0.0415,0,Attentive
0.0395,0.1284,0.0646,0.6335,0.3082,-5.3961,14.6213,0.0213,0.7356,3,Absent
0.2666,0.2888,0.2298,0.3958,33.7668,8.5416,-0.7924,0.0305,0.4887,1,Distracted
0.0842,0.0118,0.084,0.7653,10.4152,39.7241,4.5277,0.0502,0.8571,3,Absent
0.2206,0.3311,0.2779,0.2684,45.7616,14.2232,-1.7718,0.0286,0.3165,1,Distracted
0.1494,0.0731,0.1012,0.8618,18.8268,4.0035,10.3864,0.0109,0.6244,3,Absent
0.3402,0.2777,0.2879,0.3115,16.4801,6.9402,-2.3991,0.0399,0.0341,0,Attentive
0.2953,0.3346,0.2579,0.3144,33.6816,8.1591,0.3668,0.0633,0.3124,1,Distracted
0.1338,0.1785,0.1685,0.5286,-4.596,16.1631,10.7681,0.04,0.0824,2,Drowsy
0.214,0.1054,0.181,0.5479,-1.1452,-1.8125,3.071,0.0388,0.0437,2,Drowsy
0.3142,0.3445,0.3089,0.2343,2.9943,-5.7529,5.0226,0.0288,0.0364,0,Attentive
0.1997,0.1616,0.1961,0.3604,13.5701,15.3062,6.8418,0.0559,0.0502,2,Drowsy
0.3097,0.3247,0.2959,0.3101,3.0703,3.405,0.672,0.0268,0.0374,0,Attentive
0.2463,0.2293,0.3089,0.2993,39.7846,6.2998,3.3239,0.0226,0.3419,1,Distracted
0.2551,0.2084,0.3152,0.3563,31.0751,7.0205,7.7193,0.0595,0.3909,1,Distracted
0.2804,0.2907,0.2474,0.2569,-12.089,3.3714,6.3264,0.0152,0.1003,0,Attentive
0.1409,0.108,0.163,0.4928,4.8987,27.135,9.4346,0.0214,0.0321,2,Drowsy
0.0702,0.1177,0.1088,0.5084,-13.2171,32.3147,1.9974,0.0001,0.7552,3,Absent
0.3382,0.3213,0.2307,0.3067,45.2086,18.9186,-1.6798,0.0169,0.4495,1,Distracted
0.2038,0.2765,0.3574,0.3283,61.285,18.824,11.1649,0.0695,0.3877,1,Distracted
0.1817,0.2022,0.227,0.3876,1.4527,8.1283,8.498,0.0583,0.0708,2,Drowsy
0.1497,0.1275,0.0929,0.6021,39.157,13.033,33.8447,0.0533,0.796,3,Absent
0.2539,0.3166,0.3228,0.1799,48.5951,30.6042,6.512,0.042,0.4537,1,Distracted
0.2212,0.1627,0.1334,0.3283,-6.3345,11.8225,11.3846,0.0287,0.1052,2,Drowsy
0.3046,0.2753,0.328,0.25,2.9256,0.7047,2.776,0.0283,0.024,0,Attentive
0.1087,0.0,0.1142,0.561,13.2661,22.8053,22.0395,0.0634,0.54,3,Absent
0.0543,0.0582,0.0888,0.6559,36.2868,12.7961,0.3794,0.0608,0.4545,3,Absent
0.0547,0.1108,0.0819,0.637,-13.1959,32.9755,12.3861,0.0535,0.4003,3,Absent
0.152,0.1698,0.1699,0.4211,10.6025,5.8782,2.0768,0.013,0.121,2,Drowsy
0.2106,0.1303,0.16,0.5756,5.135,-1.1907,-0.0948,0.0541,0.1198,2,Drowsy
0.3275,0.3104,0.325,0.1052,19.707,2.0229,7.5409,0.0096,0.0684,0,Attentive
0.2805,0.2854,0.2852,0.2068,3.3882,-2.8167,3.3523,0.0195,0.0428,0,Attentive
0.3259,0.2774,0.2873,0.3392,52.894,6.9946,6.6019,0.0636,0.1376,1,Distracted
0.1826,0.1139,0.0306,0.6086,30.7273,27.2494,26.8479,0.0471,0.4773,3,Absent
0.3058,0.3393,0.2981,0.2408,7.7386,3.6952,0.048,0.0252,0.0304,0,Attentive
0.2316,0.3297,0.3055,0.284,54.9817,7.3223,12.9362,0.0335,0.2475,1,Distracted
0.1762,0.1137,0.2343,0.4746,-5.3048,-8.5402,-7.638,0.0554,0.0552,2,Drowsy
0.1828,0.0363,0.0958,0.6554,32.0353,30.4519,17.465,0.0488,0.4631,3,Absent
0.1128,0.0831,0.0772,0.5535,31.7896,45.1728,-11.6025,0.0477,0.3559,3,Absent
0.1995,0.2149,0.1867,0.5651,3.3089,7.5652,-0.5851,0.0088,0.1542,2,Drowsy
0.1289,0.0757,0.1041,0.8685,6.9994,17.8493,33.8356,0.0701,0.41,3,Absent
0.2972,0.2895,0.3068,0.3123,43.6142,23.5099,10.3017,0.0268,0.2377,1,Distracted
0.2525,0.2718,0.286,0.1482,3.3799,1.2565,-6.3645,0.024,0.0715,0,Attentive
0.0335,0.0188,0.0563,0.6589,9.6925,15.1475,23.339,0.035,0.2832,3,Absent
0.3053,0.3896,0.3092,0.2343,10.3744,6.3788,4.1005,0.0261,0.1117,0,Attentive
0.2987,0.3017,0.3212,0.1377,-1.8536,4.479,8.0004,0.0151,0.0,0,Attentive
0.1628,0.0376,0.0241,0.6524,19.4842,37.564,0.2497,0.0339,0.1205,3,Absent
0.1877,0.1672,0.1611,0.3567,-1.022,5.1946,1.5618,0.0268,0.164,2,Drowsy
0.045,0.1699,0.1031,0.2114,11.2449,-0.7613,5.4024,0.0457,0.6208,3,Absent
0.2807,0.2792,0.255,0.2474,40.1285,-3.8536,8.5583,0.0222,0.4326,1,Distracted
0.0175,0.1094,0.128,0.5813,29.1243,43.7227,19.0662,0.0381,0.7582,3,Absent
0.1764,0.1906,0.1639,0.4162,-0.6082,23.3381,11.3195,0.0511,0.133,2,Drowsy
0.0343,0.0988,0.0976,0.4147,20.6973,26.2231,13.9955,0.0607,0.2817,3,Absent
0.1299,0.0696,0.0668,0.7572,18.401,25.8344,22.9433,0.0265,0.627,3,Absent
0.3332,0.2831,0.2796,0.2539,9.8931,3.9734,-5.885,0.012,0.0478,0,Attentive
0.3229,0.2537,0.2842,0.2798,-2.0743,1.3482,5.7209,0.0242,0.058,0,Attentive
0.2562,0.3357,0.3169,0.1642,24.6864,2.5538,-2.3874,0.0059,0.0434,0,Attentive
0.218,0.1985,0.1932,0.5281,0.5985,4.9681,8.0489,0.0131,0.0,2,Drowsy
0.2866,0.2805,0.3373,0.1941,19.5728,-6.1585,7.2359,0.0333,0.5043,1,Distracted
0.1518,0.2588,0.1573,0.2832,10.8815,7.0815,2.4848,0.0291,0.1549,2,Drowsy
0.279,0.3051,0.3383,0.2958,28.2944,14.6725,1.7342,0.0199,0.198,1,Distracted
0.3275,0.2835,0.2971,0.2182,16.9108,0.7513,11.1628,0.0281,0.0645,0,Attentive
0.1922,0.2318,0.2002,0.3492,-9.7844,10.4901,1.3577,0.0204,0.0293,2,Drowsy
0.1198,0.0841,0.1371,0.8085,13.9474,23.7309,21.9215,0.0509,0.2718,3,Absent
0.2145,0.201,0.174,0.4169,2.3021,8.0662,0.1388,0.0122,0.1255,2,Drowsy
0.1037,0.1719,0.129,0.4339,4.2782,16.9483,-3.5379,0.0582,0.0839,2,Drowsy
0.205,0.1812,0.2351,0.6045,7.4644,10.5059,4.3297,0.0,0.0242,2,Drowsy
0.1191,0.1872,0.2034,0.3052,2.3689,13.7273,-10.6689,0.0667,0.0941,2,Drowsy
0.3205,0.3417,0.3447,0.2377,-15.4118,-2.7462,-0.134,0.0174,0.0444,0,Attentive
0.0402,0.0569,0.1057,0.449,11.8098,36.3023,9.659,0.0,0.8058,3,Absent
0.0827,0.1265,0.0893,0.8077,-15.9791,17.1767,34.7374,0.0787,0.8151,3,Absent
0.2992,0.2397,0.2859,0.1503,40.7904,16.6034,9.4853,0.0221,0.3809,1,Distracted
0.1331,0.0854,0.076,0.578,5.7149,24.7589,-5.99,0.0737,0.3392,3,Absent
0.0108,0.1449,0.0727,0.7416,37.2778,2.6383,25.5871,0.0072,0.276,3,Absent
0.327,0.2286,0.2807,0.2159,34.3887,7.7382,4.7195,0.014,0.2013,1,Distracted
0.3198,0.3011,0.2531,0.2829,18.7795,16.8589,3.4266,0.0213,0.3467,1,Distracted
0.1785,0.1807,0.2053,0.6511,0.9596,1.1497,-1.8346,0.044,0.0992,2,Drowsy
0.2311,0.2062,0.2513,0.3663,39.0113,15.986,9.4314,0.0182,0.4888,1,Distracted
0.0327,0.0879,0.0556,0.909,0.9627,41.0097,17.637,0.0742,0.6992,3,Absent
0.2706,0.2604,0.1907,0.3032,41.5238,26.019,0.2701,0.0126,0.082,1,Distracted
0.2175,0.1612,0.2077,0.5439,6.9154,21.354,-0.4214,0.0303,0.0885,2,Drowsy
0.0521,0.0926,0.0634,0.6169,28.2626,13.5179,16.4591,0.0044,0.3835,3,Absent
0.1367,0.1672,0.2155,0.4147,10.6299,3.2716,-1.2558,0.0081,0.1325,2,Drowsy
0.2866,0.3616,0.2797,0.3553,3.2791,-6.6286,8.8404,0.0213,0.0755,0,Attentive
0.2411,0.3138,0.3262,0.2459,16.9567,9.0188,4.8414,0.0309,0.06,0,Attentive
0.2601,0.2822,0.2954,0.3312,31.6626,-9.0376,2.1027,0.0309,0.4723,1,Distracted
0.0892,0.1683,0.1072,0.7309,3.8463,46.5359,31.5206,0.0247,0.455,3,Absent
0.31,0.2775,0.3388,0.2558,12.4344,3.4726,12.3037,0.0376,0.0425,0,Attentive
0.2926,0.2886,0.3193,0.3206,37.3143,25.1842,7.5216,0.0561,0.4107,1,Distracted
0.2282,0.1617,0.1712,0.4522,-10.7199,5.8715,-8.429,0.0283,0.1142,2,Drowsy
0.0957,0.0929,0.0876,0.5618,29.8915,25.8662,12.4806,0.0702,0.5309,3,Absent
0.1923,0.1695,0.2316,0.2014,12.9605,14.3292,6.2839,0.0,0.1314,2,Drowsy
0.1862,0.2149,0.1817,0.498,9.7269,3.9651,5.4959,0.035,0.0747,2,Drowsy
0.0879,0.1163,0.0428,0.8268,32.39,33.3395,2.038,0.0851,0.4868,3,Absent
0.2709,0.2881,0.3309,0.269,-4.7444,0.8278,-1.0716,0.0129,0.0794,0,Attentive
0.0834,0.1806,0.102,0.5232,-0.441,-9.2563,-0.071,0.0286,0.1276,2,Drowsy
0.0535,0.0414,0.0655,0.4684,24.5441,20.7325,3.7989,0.0971,0.6714,3,Absent
0.0,0.0715,0.0985,0.7436,25.7443,46.421,15.3469,0.0894,0.4207,3,Absent
0.1647,0.0623,0.0538,0.7479,7.1866,17.831,-0.8299,0.0556,0.5636,3,Absent
0.1531,0.2468,0.2057,0.3592,4.2468,27.8154,-2.2128,0.0506,0.0671,2,Drowsy
0.2799,0.2982,0.2735,0.1251,4.6037,7.2623,3.3103,0.0005,0.0395,0,Attentive
0.3444,0.2424,0.2167,0.3171,39.1583,-0.0843,-4.1785,0.0607,0.4914,1,Distracted
0.1068,0.1163,0.081,0.7897,38.1448,25.3156,11.1838,0.0044,0.6965,3,Absent
0.2816,0.2884,0.3071,0.2667,8.2684,17.0714,1.1153,0.012,0.0086,0,Attentive
0.3049,0.3031,0.3037,0.1794,9.4252,4.6774,5.6653,0.0011,0.0593,0,Attentive
0.3368,0.3037,0.2553,0.3232,34.1573,7.1289,7.6113,0.0152,0.3156,1,Distracted
0.2061,0.1684,0.2477,0.3308,-2.9385,6.3767,6.0661,0.001,0.0468,2,Drowsy
0.2931,0.3209,0.3462,0.3063,0.8489,-4.7457,14.8668,0.0206,0.0504,0,Attentive
0.1948,0.1478,0.1569,0.4264,-2.4315,14.3828,-2.7402,0.042,0.0853,2,Drowsy
0.1281,0.2489,0.232,0.4952,2.2128,6.4231,7.7903,0.0752,0.0572,2,Drowsy
0.0901,0.0882,0.0822,0.6611,14.5025,41.276,24.1289,0.0506,0.4606,3,Absent
0.297,0.282,0.2758,0.2466,5.9118,17.6524,-5.5594,0.0316,0.0792,0,Attentive
0.314,0.3456,0.2763,0.3374,10.4575,1.3441,7.6781,0.0089,0.0253,0,Attentive
0.2179,0.1501,0.1504,0.5737,0.2988,-2.1043,1.5744,0.0334,0.1422,2,Drowsy
0.2175,0.1538,0.2389,0.3504,-6.765,15.6124,1.0418,0.0399,0.0671,2,Drowsy
0.078,0.0,0.1384,0.7836,31.7378,26.1021,33.6306,0.0258,0.3674,3,Absent
0.0835,0.0,0.097,0.603,15.5671,-8.4607,20.9231,0.0065,0.5737,3,Absent
0.3165,0.278,0.2925,0.1686,4.4959,2.6901,-1.6448,0.0181,0.0554,0,Attentive
0.2524,0.3386,0.3182,0.3113,29.6168,1.1818,1.4527,0.061,0.2872,1,Distracted
0.1435,0.1615,0.192,0.6318,0.1278,14.4383,2.3597,0.0422,0.1406,2,Drowsy
0.0394,0.0471,0.0553,0.6248,51.9039,-0.6518,30.5461,0.0721,0.8634,3,Absent
0.1609,0.0687,0.1792,0.3758,17.5106,3.3164,-1.4882,0.0502,0.0536,2,Drowsy
0.3211,0.2317,0.3372,0.3341,34.1524,8.5127,7.8837,0.0604,0.3602,1,Distracted
